"","GEOID","state","county_name","geometry","distance_nearest_farmersmarket(mile)","nearest_farmersmarket_name","nearest_farmersmarket_id","market_county_geoid","market_county_name","farmersmarket_desert"
"1569","16075","Idaho","Payette",c(-1645796.96568314, 2515550.99437513),11.2918715520738,"Ontario Saturday Market","313990","41045","Malheur",FALSE
"1570","37181","North Carolina","Vance",c(1555181.08521735, 1623949.83048798),2.0813754739018,"Vance County Regional Farmers Market","300550","37181","Vance",FALSE
"1571","13239","Georgia","Quitman",c(1032108.83904241, 1036699.39782502),24.6968591165985,"Abbeville Farmers' Market","308273","01067","Henry",TRUE
"1572","38101","North Dakota","Ward",c(-415241.492458981, 2814619.39624326),10.6454820063978,"Minot Farmers Market","314174","38101","Ward",FALSE
"1573","38027","North Dakota","Eddy",c(-219249.741275451, 2750359.11885729),42.0780618546663,"Lake Leelanau Farmers Market","311032","38063","Nelson",TRUE
"1574","40069","Oklahoma","Johnston",c(-60321.8626301558, 1250563.61519807),5.62411682514482,"Johnston County Farmers' Market in Tishomingo","312384","40069","Johnston",FALSE
"1575","40063","Oklahoma","Hughes",c(-22638.0005799771, 1332221.49818207),27.8136309892841,"Seminole County Farmers' Market","312403","40133","Seminole",TRUE
"1576","40057","Oklahoma","Harmon",c(-349206.035753245, 1305221.2536422),46.674375456712,"Hobart Main Street Farmers Market","312380","40075","Kiowa",TRUE
"1577","01093","Alabama","Marion",c(741704.092070572, 1261915.89942505),17.0909968690857,"Winston County Farmers' Market","308384","01133","Winston",FALSE
"1578","01019","Alabama","Cherokee",c(949221.263209969, 1286592.36562132),3.85249311876535,"City of Centre Farmers' Market","308298","01019","Cherokee",FALSE
"1579","04019","Arizona","Pima",c(-1476200.32177727, 1125782.14631031),41.961954904646,"Marana Farmers' Market","308479","04019","Pima",TRUE
"1580","38047","North Dakota","Logan",c(-267837.331551435, 2612493.64576473),27.5079773653019,"Coteau Hills Farmers' Market","311593","38045","LaMoure",TRUE
"1581","38103","North Dakota","Wells",c(-277149.260633745, 2737949.10630052),48.8513920098835,"Leeds Farmers Market","313798","38005","Benson",TRUE
"1582","38025","North Dakota","Dunn",c(-502531.43087995, 2724580.16109022),31.9946118180971,"Roughrider Homegrowers Farmers' Market","311601","38089","Stark",TRUE
"1583","41053","Oregon","Polk",c(-2131850.2401754, 2744604.54391861),4.8812637152797,"Polk County Bounty Market","312466","41053","Polk",FALSE
"1584","42107","Pennsylvania","Schuylkill",c(1645746.39587446, 2137968.09664167),21.6443324452297,"Leesport Farmers' Market","312574","42011","Berks",TRUE
"1585","04023","Arizona","Santa Cruz",c(-1398749.47193441, 1048484.45195773),14.3462396138343,"Nogales Mercado Farmers Market","308486","04023","Santa Cruz",FALSE
"1586","05127","Arkansas","Scott",c(175611.039091267, 1313013.94066091),26.6903058372224,"Greenwood Farmers Market","308408","05131","Sebastian",TRUE
"1587","06059","California","Orange",c(-1985463.54844291, 1410105.46785063),3.14831846468212,"Kaiser Permanente Irvine Certified Farmers' Market","308709","06059","Orange",FALSE
"1588","06079","California","San Luis Obispo",c(-2173678.93559266, 1650751.7423245),16.3579628645652,"Downtown SLO Thursday Night Farmers' Market","308632","06079","San Luis Obispo",FALSE
"1589","06095","California","Solano",c(-2219644.27224084, 1997816.25379286),6.03744285466644,"Fairfield Farmers' Market","308859","06095","Solano",FALSE
"1590","06049","California","Modoc",c(-2022974.84348364, 2329654.42735845),11.9398021517156,"Alturas Farmers Market","301292","06049","Modoc",FALSE
"1591","39173","Ohio","Wood",c(1024601.84081971, 2106283.16640877),1.98432016643533,"Fremont Farmers Market","312226","39173","Wood",FALSE
"1592","39147","Ohio","Seneca",c(1068964.16976979, 2085369.11197462),15.4962874517221,"Ralph's Joy of Living Farmers' Market","312310","39143","Sandusky",FALSE
"1593","39139","Ohio","Richland",c(1123269.88570178, 2053435.4483421),10.8312659969816,"Bellville Farmers Market","314230","39139","Richland",FALSE
"1594","42065","Pennsylvania","Jefferson",c(1408488.91527507, 2139640.24485992),20.9076549502624,"Clarion Farmers' Market","312528","42031","Clarion",TRUE
"1595","42037","Pennsylvania","Columbia",c(1622403.1048554, 2172266.78659804),5.84656831127172,"Forks Farm","313755","42037","Columbia",FALSE
"1596","08085","Colorado","Montrose",c(-1058488.4422291, 1776393.70735824),18.9257608794004,"Norwood Farm and Craft Market","309104","08113","San Miguel",FALSE
"1597","12087","Florida","Monroe",c(1509860.12820459, 371554.439470903),40.9244830480236,"Florida City State Farmers' Market","309333","12086","Miami-Dade",TRUE
"1598","08021","Colorado","Conejos",c(-894355.981484604, 1621261.3040259),13.6672405005681,"Conejos County Farmers' Market","309037","08021","Conejos",FALSE
"1599","39133","Ohio","Portage",c(1227287.8991551, 2113528.66586771),7.30889996481535,"Haymaker Farmers' Market","301209","39133","Portage",FALSE
"1600","39153","Ohio","Summit",c(1200457.11533151, 2104630.14931046),5.12735976362277,"Cuyahoga Valley WINTER Farmers Market","313889","39153","Summit",FALSE
"1601","39011","Ohio","Auglaize",c(986382.603174288, 2011023.97409001),36.3054110402113,"Downtown Troy Farmers Market","312210","39109","Miami",TRUE
"1602","42021","Pennsylvania","Cambria",c(1444726.87202018, 2074186.45828148),0.904303564685498,"Ebensburg Farmers Market","312545","42021","Cambria",FALSE
"1603","42109","Pennsylvania","Snyder",c(1574251.86487267, 2130528.51148583),15.6512057506163,"Lewisburg Farmers Market","313924","42119","Union",FALSE
"1604","08061","Colorado","Kiowa",c(-582354.008893105, 1732043.11352832),53.1291924827791,"Greeley County Farmers' Market","310337","20071","Greeley",TRUE
"1605","08075","Colorado","Logan",c(-595046.877500155, 1990415.09661484),47.789499051524,"Fort Morgan Farmers Market","314179","08087","Morgan",TRUE
"1606","09120","Connecticut","Greater Bridgeport",c(1875325.30101611, 2251901.55667253),3.59513438645615,"Trumbull Farmers' Market","309241","09120","Greater Bridgeport",FALSE
"1607","39127","Ohio","Perry",c(1164931.00039905, 1942021.52732459),29.1595678166576,"Athens Farmers Market","314080","39009","Athens",TRUE
"1608","39149","Ohio","Shelby",c(990981.909484875, 1985696.85282938),20.322732826904,"Downtown Troy Farmers Market","312210","39109","Miami",TRUE
"1609","39019","Ohio","Carroll",c(1246431.68566013, 2049881.77859062),25.4805053242834,"Salem farm market","314157","39029","Columbiana",TRUE
"1610","42047","Pennsylvania","Elk",c(1431168.57797862, 2177598.85512382),32.0501377045102,"The Minted Market, Grampian's Community Farmers'...","312642","42033","Clearfield",TRUE
"1611","42121","Pennsylvania","Venango",c(1341067.07685106, 2158745.71646469),3.11945809288899,"Oil City Farmers Market","312605","42121","Venango",FALSE
"1612","46049","South Dakota","Faulk",c(-247362.825881953, 2457720.68398768),38.8042798235614,"Miller Area Farmers Market","314132","46059","Hand",TRUE
"1613","46119","South Dakota","Sully",c(-326663.093981963, 2421176.80820496),25.1094868794516,"Country Farmers' Market","312745","46065","Hughes",TRUE
"1614","35013","New Mexico","Doña Ana",c(-1012116.50022927, 1088770.88384307),4.25617594128814,"Farmers and Crafts Market of Las Cruces","311750","35013","Doña Ana",FALSE
"1615","35035","New Mexico","Otero",c(-907428.201687521, 1106582.3508163),3.46142663304624,"Timberon Farmers' Market","311769","35035","Otero",FALSE
"1616","48017","Texas","Bailey",c(-625169.458883552, 1245100.39179233),57.6546002476462,"Deaf Smith Chamber of Commerce Farmers Market","312869","48117","Deaf Smith",TRUE
"1617","48295","Texas","Lipscomb",c(-380233.813682263, 1478371.22667549),49.647000141286,"Woodward Farmers' Market Association","300358","40153","Woodward",TRUE
"1618","49053","Utah","Washington",c(-1528745.81680919, 1723384.19754116),12.6342094476557,"Downtown Farmers Market at Ancestor Square","313001","49053","Washington",FALSE
"1619","05135","Arkansas","Sharp",c(402811.267309934, 1466348.04171655),24.6484545139823,"Melbourne Farmers Market","313915","05065","Izard",TRUE
"1620","08001","Colorado","Adams",c(-705899.622350849, 1903859.78201812),9.50576496875222,"Bennett Community Market","309020","08001","Adams",FALSE
"1621","08105","Colorado","Rio Grande",c(-906448.668437767, 1665602.2778467),12.9392741617447,"Monte Vista Farmers' Market","309098","08105","Rio Grande",FALSE
"1622","08121","Colorado","Washington",c(-609090.757954425, 1906744.86779271),36.3639122692589,"Fort Morgan Farmers Market","314179","08087","Morgan",TRUE
"1623","08017","Colorado","Cheyenne",c(-567479.992624255, 1775373.82898307),51.9761109688293,"Greeley County's Fresh Farmers' Market","310338","20071","Greeley",TRUE
"1624","13169","Georgia","Jones",c(1151589.71882511, 1181571.38326961),13.6921400378865,"Wesleyan Market","309658","13021","Bibb",FALSE
"1625","13037","Georgia","Calhoun",c(1073485.75504338, 1003678.35975101),21.0294184211058,"Downtown Blakely Farmers Market","314324","13099","Early",TRUE
"1626","13173","Georgia","Lanier",c(1227432.40602597, 968352.058638808),18.9406381405051,"Farmers Market Days","309539","13185","Lowndes",FALSE
"1627","36027","New York","Dutchess",c(1820420.29236993, 2298758.81870376),7.25719249635494,"La Grange Farmers Market","311969","36027","Dutchess",FALSE
"1628","17073","Illinois","Henry",c(486941.678707995, 2053554.49463979),18.3515446695168,"East Moline Farmers Market","309781","17161","Rock Island",FALSE
"1629","50025","Vermont","Windham",c(1869683.58442718, 2451838.49087846),3.15136527252479,"Newfane Flea and Farmers Market","313325","50025","Windham",FALSE
"1630","31109","Nebraska","Lancaster",c(-57563.9606900987, 1974998.69009766),1.01724636229389,"Holiday Harvest Farmers' Market","311626","31109","Lancaster",FALSE
"1631","08079","Colorado","Mineral",c(-952360.624078345, 1680489.18299358),12.8149930095116,"Creede Farmers, Local Artisan and Antique Market","309040","08079","Mineral",FALSE
"1632","12043","Florida","Glades",c(1473964.25036592, 547986.150382142),25.6286788616733,"Lake Placid Farmers Market","313893","12055","Highlands",TRUE
"1633","18031","Indiana","Decatur",c(895192.659824779, 1858811.12252329),2.31175071685721,"Greensburg Farmers' Market","310057","18031","Decatur",FALSE
"1634","18113","Indiana","Noble",c(876264.619147829, 2092453.35855169),10.201595007404,"Sweeney's Sweet Corn and Farm Market","310127","18113","Noble",FALSE
"1635","13095","Georgia","Dougherty",c(1111746.91176501, 1008842.36761278),3.05649879812965,"Albany State Farmers Market","309472","13095","Dougherty",FALSE
"1636","17123","Illinois","Marshall",c(554630.751010043, 2022138.68768777),21.8272236451157,"EP!C Market","309792","17143","Peoria",TRUE
"1637","21129","Kentucky","Lee",c(1071339.91081038, 1686746.52211841),0.629809799897694,"Beattyville Main Street Marketplace Locally Made Market","301255","21129","Lee",FALSE
"1638","22083","Louisiana","Richland",c(396180.591271122, 1047173.45375017),23.0418726087263,"West Monroe Farmers' Market","310580","22073","Ouachita",TRUE
"1639","17055","Illinois","Franklin",c(614959.410011215, 1684864.86793196),7.00739350587248,"West Frankfort Farmers' Market","309994","17055","Franklin",FALSE
"1640","31121","Nebraska","Merrick",c(-169672.3265778, 2019732.27052448),3.87858616713658,"Central City Farmers Market","311609","31121","Merrick",FALSE
"1641","31151","Nebraska","Saline",c(-95841.2226192373, 1946255.0032122),8.64970754822499,"Dorchester Farmers' Market","311616","31151","Saline",FALSE
"1642","31141","Nebraska","Platte",c(-125895.354733349, 2063943.82815786),29.338050211916,"David City Farmers Market","301111","31023","Butler",TRUE
"1643","31035","Nebraska","Clay",c(-172303.784549917, 1947580.87601247),21.6794399151105,"Henderson Farmers Market","301116","31185","York",TRUE
"1644","31099","Nebraska","Kearney",c(-247669.385770877, 1947580.61203645),0.535553389123874,"Minden Farmers' Market","311630","31099","Kearney",FALSE
"1645","18149","Indiana","Starke",c(776041.468912613, 2068658.32875025),18.0410013019391,"Plymouth Farmers Market","300132","18099","Marshall",FALSE
"1646","18157","Indiana","Tippecanoe",c(765225.617576165, 1967195.47544957),2.11071440159644,"Historic Lafayette Farmers Market","301541","18157","Tippecanoe",FALSE
"1647","18023","Indiana","Clinton",c(801289.085645487, 1960966.67982175),2.80303344011864,"Clinton County Farmer's Market","310034","18023","Clinton",FALSE
"1648","18047","Indiana","Franklin",c(931242.154271153, 1875069.37698209),2.55516021076188,"Brookville Farmer's Market","301532","18047","Franklin",FALSE
"1649","18117","Indiana","Orange",c(819311.380752597, 1764552.66629797),8.70453180324321,"Orange County HomeGrown Farmers Market (Orleans)","310105","18117","Orange",FALSE
"1650","22007","Louisiana","Assumption",c(476408.818436419, 770920.905577422),15.9644108531309,"Thibidoux Main St Farmers' Market","310574","22057","Lafourche",FALSE
"1651","26049","Michigan","Genesee",c(993767.661412268, 2289475.0487152),1.01747181374495,"Flint Farmers Market","310976","26049","Genesee",FALSE
"1652","26073","Michigan","Isabella",c(893964.538427227, 2346735.79074334),4.0543589552796,"Mt. Pleasant Farmers' Market - Island Park","301385","26073","Isabella",FALSE
"1653","36007","New York","Broome",c(1643964.57818923, 2304041.62559188),4.84070203478529,"Broome County Regional Farmers Market","301367","36007","Broome",FALSE
"1654","36117","New York","Wayne",c(1524655.90408462, 2392878.08783638),5.81462267584734,"Sodus Farmers Market","312089","36117","Wayne",FALSE
"1655","31135","Nebraska","Perkins",c(-472143.158295116, 1996350.08610133),69.8493943906611,"Heritage Acres Drive-thru Market","301382","31145","Red Willow",TRUE
"1656","32019","Nevada","Lyon",c(-1969414.36098356, 2018552.40698959),2.65254143734494,"Yerington Farmers' Market","311795","32019","Lyon",FALSE
"1657","32510","Nevada","Carson City",c(-2012257.11145684, 2044586.90877764),1.36446262803451,"Carson Farmers Market @3rd & Curry St.","301336","32510","Carson City",FALSE
"1658","18015","Indiana","Carroll",c(790762.68325295, 1991558.85026906),15.8069492148957,"Logansport Farmers' Market","310081","18017","Cass",FALSE
"1659","19165","Iowa","Shelby",c(57009.8748845387, 2075875.88636652),3.09258714827309,"Shelby County Farmers Market","300031","19165","Shelby",FALSE
"1660","19023","Iowa","Butler",c(261247.758133017, 2197110.9602146),17.5134630374166,"Janesville Farmers' Market","310217","19017","Bremer",FALSE
"1661","19179","Iowa","Wapello",c(299407.722985129, 2008070.05783619),1.01841972926664,"Ottumwa Farmers Market","310259","19179","Wapello",FALSE
"1662","19087","Iowa","Henry",c(371708.497845587, 2006347.84159261),1.89270033729953,"Mt. Pleasant Farmers Market","310245","19087","Henry",FALSE
"1663","26037","Michigan","Clinton",c(922842.204708565, 2271808.32930056),4.54391948180405,"St. Johns Farmers Market","311128","26037","Clinton",FALSE
"1664","26035","Michigan","Clare",c(889344.710353406, 2385200.79163423),3.23188595409783,"Harrison City Market","301556","26035","Clare",FALSE
"1665","26165","Michigan","Wexford",c(827047.301359561, 2417419.26734263),10.7730705774858,"Cadillac Made in Michigan Farmers' Market","310921","26165","Wexford",FALSE
"1666","26051","Michigan","Gladwin",c(925776.626386612, 2389894.72778371),4.69629902438371,"Gladwin Farmers Market","310988","26051","Gladwin",FALSE
"1667","26085","Michigan","Lake",c(813562.404446831, 2376899.52095987),23.8532209242562,"Scottville Farmers' Market at Millers Ma...","311111","26105","Mason",TRUE
"1668","36089","New York","St. Lawrence",c(1647131.41811606, 2571707.56684567),8.46332733142312,"Canton Farmers Market","301759","36089","St. Lawrence",FALSE
"1669","36079","New York","Putnam",c(1828666.56570409, 2261826.17900957),2.64887428411812,"Mahopac Farmers Market","311987","36079","Putnam",FALSE
"1670","33001","New Hampshire","Belknap",c(1956062.49424168, 2534884.05495408),7.84109049524878,"Gilmanton Community Farmers Market Association","301383","33001","Belknap",FALSE
"1671","35027","New Mexico","Lincoln",c(-868778.503384551, 1229751.7899627),15.6621494555095,"Rascal Fair/White Oaks Community Market","311765","35027","Lincoln",FALSE
"1672","19183","Iowa","Washington",c(355505.59426508, 2044565.91096432),12.2495912961359,"Keota Farmers Market","310220","19107","Keokuk",FALSE
"1673","19031","Iowa","Cedar",c(401566.111760831, 2095716.2980268),13.0382623738009,"West Branch Farmers Market","310297","19031","Cedar",FALSE
"1674","19101","Iowa","Jefferson",c(337785.438307227, 2009748.32650028),13.157971983985,"Richland Farmers' Market","310270","19183","Washington",FALSE
"1675","19079","Iowa","Hamilton",c(187603.812758486, 2156085.23697549),23.5597310708066,"North Grand Farmers Market","310252","19169","Story",TRUE
"1676","19047","Iowa","Crawford",c(50813.9807995213, 2115233.52447926),1.97512805040909,"Denison Farmers Market","310180","19047","Crawford",FALSE
"1677","27141","Minnesota","Sherburne",c(174059.727116933, 2497138.69913229),6.0862997952235,"Becker Farmers' Market","307499","27141","Sherburne",FALSE
"1678","27067","Minnesota","Kandiyohi",c(78194.3110014493, 2463045.65241868),2.03479416889088,"Farmers' Market at Robbin's Island","307709","27067","Kandiyohi",FALSE
"1679","27039","Minnesota","Dodge",c(250639.180405396, 2340964.19590817),6.10780988776949,"Mantorville Minnesota Farmers' Market","308168","27039","Dodge",FALSE
"1680","37149","North Carolina","Polk",c(1242938.27653741, 1448656.06806145),2.22532590970015,"Columbus Winter Market","314046","37149","Polk",FALSE
"1681","17095","Illinois","Knox",c(483037.700369608, 2006049.02660756),7.95908456548597,"Galesburg Farmers' Market","301715","17095","Knox",FALSE
"1682","17081","Illinois","Jefferson",c(612405.559773407, 1719312.12931243),1.18540474380771,"Mt. Vernon Farmers Market","309894","17081","Jefferson",FALSE
"1683","17181","Illinois","Union",c(590389.051953647, 1624527.19382064),0.938567558793134,"Union County Farmers' Market","309980","17181","Union",FALSE
"1684","19065","Iowa","Fayette",c(337544.995567027, 2214712.37309396),12.7265714641301,"Elgin Area Growers' Market","310191","19065","Fayette",FALSE
"1685","20015","Kansas","Butler",c(-73197.127274691, 1638598.77762496),2.10795366329821,"El Dorado Farmers' Market","310326","20015","Butler",FALSE
"1686","20063","Kansas","Gove",c(-384948.65874581, 1774579.59503815),17.0041169349146,"Quinter Farmers Market","310386","20063","Gove",FALSE
"1687","20055","Kansas","Finney",c(-411642.210271968, 1678046.44702263),7.91339354950702,"Downtown Garden City Farmers' Market","310322","20055","Finney",FALSE
"1688","20151","Kansas","Pratt",c(-239401.02698032, 1626790.33247407),34.0222503243535,"Kingman Farmers Market @ The Binyard","310353","20095","Kingman",TRUE
"1689","27131","Minnesota","Rice",c(214889.269261669, 2376859.17009357),3.23774628689296,"Cannon Valley Farmers' Market","307729","27131","Rice",FALSE
"1690","27001","Minnesota","Aitkin",c(198639.51076114, 2626897.38595981),12.7267417321576,"Horseshoe Lake Farmers' Market","307436","27001","Aitkin",FALSE
"1691","27019","Minnesota","Carver",c(173478.81626342, 2427766.58679579),2.20339970218365,"Waconia Farmers' Market","307673","27019","Carver",FALSE
"1692","37071","North Carolina","Gaston",c(1330897.24933159, 1463721.69002849),8.69411478643582,"Belmont, NC Farmers Market","314069","37071","Gaston",FALSE
"1693","37011","North Carolina","Avery",c(1251805.7976822, 1540190.85856571),6.12004965824984,"Avery County Farmers' Market","311441","37011","Avery",FALSE
"1694","17009","Illinois","Brown",c(444251.040662266, 1894966.0864402),11.7055895322898,"JBJ Market","309837","17001","Adams",FALSE
"1695","17169","Illinois","Schuyler",c(454449.246394485, 1917564.53007036),13.6299311295864,"Beardstown Farmers Market","309728","17017","Cass",FALSE
"1696","20115","Kansas","Marion",c(-94934.0421866354, 1703579.21437418),6.03013614333399,"Hillsboro Farmers' Market","310346","20115","Marion",FALSE
"1697","20093","Kansas","Kearny",c(-462487.503628579, 1675777.84161257),25.2238789394729,"Downtown Garden City Farmers' Market","310322","20055","Finney",TRUE
"1698","20029","Kansas","Cloud",c(-140568.288081622, 1829955.65620411),23.8776102971959,"Solomon Valley Farmers' Market","310391","20123","Mitchell",TRUE
"1699","20049","Kansas","Elk",c(-21391.9245432143, 1601622.38511517),23.4982243460783,"Fredonia, Kansas Farmers' Market","310330","20205","Wilson",TRUE
"1700","20027","Kansas","Clay",c(-99491.8448409092, 1814698.75432957),2.80179816579816,"Clay Center Farmers Market","301487","20027","Clay",FALSE
"1701","27009","Minnesota","Benton",c(155935.238997985, 2525086.86569585),11.1018251906066,"Sauk Rapids Farmers' Market","307517","27009","Benton",FALSE
"1702","27017","Minnesota","Carlton",c(255428.25034222, 2627016.54795256),10.8905361238495,"Moose Lake Farmers Market","307442","27017","Carlton",FALSE
"1703","27101","Minnesota","Murray",c(18910.6511817897, 2336805.65934845),2.16614559043116,"Slayton Farmers' Market (Hwy)","307717","27101","Murray",FALSE
"1704","28117","Mississippi","Prentiss",c(679723.841487133, 1310861.66853441),5.88941111807271,"Prentiss County Farmers Market","311396","28117","Prentiss",FALSE
"1705","37143","North Carolina","Perquimans",c(1730358.55245928, 1640482.32250723),13.6006772449909,"Edenton Farmers Market","300450","37041","Chowan",FALSE
"1706","38087","North Dakota","Slope",c(-574214.993988952, 2629037.7060617),45.0724440190312,"Roughrider Homegrowers Farmers' Market","311601","38089","Stark",TRUE
"1707","50001","Vermont","Addison",c(1808418.96398363, 2556292.58823418),1.53841334685201,"Middlebury Farmers' Market Association (Winter)","313322","50001","Addison",FALSE
"1708","51710","Virginia","Norfolk",c(1730498.00369462, 1719362.15847397),1.49506938035926,"Talbot Park Farmers Market","313233","51710","Norfolk",FALSE
"1709","20111","Kansas","Lyon",c(-13195.6972957868, 1713933.42737031),25.7981856672507,"Burlington Farmers' Market","310311","20031","Coffey",TRUE
"1710","20061","Kansas","Geary",c(-64554.0992607423, 1775433.16144858),4.27748938100161,"Geary Community Farmers Market","310333","20061","Geary",FALSE
"1711","20207","Kansas","Woodson",c(22638.1041436654, 1650153.01017356),18.5885085016682,"Allen County Farmers' Market","301078","20001","Allen",FALSE
"1712","20053","Kansas","Ellsworth",c(-189943.050601896, 1743107.9974188),34.0555952025759,"Salina Farmers' Market","310389","20169","Saline",TRUE
"1713","20165","Kansas","Rush",c(-285734.995278206, 1726431.48722688),24.2953270193802,"Downtown Hays Market","310323","20051","Ellis",TRUE
"1714","28129","Mississippi","Smith",c(610043.13748033, 1014589.6485741),28.7678557283603,"Newton County farmers market","311388","28101","Newton",TRUE
"1715","28155","Mississippi","Webster",c(618274.026464424, 1193604.50721834),32.5612381328248,"The Grenada, MS Farmers' Market","311400","28043","Grenada",TRUE
"1716","28105","Mississippi","Oktibbeha",c(657119.099968287, 1175363.29913006),22.2816700522912,"Winston County Farmers' Market","311404","28159","Winston",TRUE
"1717","28161","Mississippi","Yalobusha",c(576339.440491467, 1237213.71512351),9.24004262945869,"Water Valley Main Street Market","311402","28161","Yalobusha",FALSE
"1718","28061","Mississippi","Jasper",c(646399.234538015, 1017317.59419277),21.3575001287149,"Newton County farmers market","311388","28101","Newton",TRUE
"1719","39001","Ohio","Adams",c(1074081.50532314, 1828480.64874933),17.5290115323499,"Brown County Farmers' Markets","312174","39015","Brown",FALSE
"1720","39111","Ohio","Monroe",c(1261921.57619776, 1955667.75411628),18.7767766775599,"Barnersville Farmers Market","312165","39013","Belmont",FALSE
"1721","51740","Virginia","Portsmouth",c(1723132.35001771, 1712152.5085782),1.17965588443486,"St. Andrews Farmers' Market","313225","51740","Portsmouth",FALSE
"1722","53073","Washington","Whatcom",c(-1887407.52295904, 3126177.90404586),33.8902877447901,"Bow Little Market","313359","53057","Skagit",TRUE
"1723","53039","Washington","Klickitat",c(-1904860.86125961, 2792780.69624474),3.8297367255049,"Goldendale Farmers' Market","313383","53039","Klickitat",FALSE
"1724","53069","Washington","Wahkiakum",c(-2088787.75335121, 2892727.23569954),16.708057300571,"Clatskanie Farmers Market","301716","41009","Columbia",FALSE
"1725","20141","Kansas","Osborne",c(-236318.603161296, 1817603.19072034),17.0304823676082,"STEP BACK IN TIME FOOD MARKET LLC","310395","20167","Russell",FALSE
"1726","20075","Kansas","Hamilton",c(-503424.896640894, 1678048.19552546),32.8058075422249,"Greeley County Farmers' Market","310337","20071","Greeley",TRUE
"1727","21207","Kentucky","Russell",c(962574.501831091, 1605226.0872334),3.10347849142354,"A Kentucky Farmers' Market","310406","21207","Russell",FALSE
"1728","21077","Kentucky","Gallatin",c(956885.433453171, 1803811.91775069),2.96869110288783,"Market on the Square","310479","21077","Gallatin",FALSE
"1729","28035","Mississippi","Forrest",c(639919.226964624, 924162.724829819),9.26244484941042,"Forrest County Farmers Market","311371","28035","Forrest",FALSE
"1730","28063","Mississippi","Jefferson",c(468045.659048357, 974410.312054706),23.8758841840927,"ASUEP Natchez Farmers Market","311359","28001","Adams",TRUE
"1731","29109","Missouri","Lawrence",c(190759.054351955, 1564843.93902893),14.6151582478681,"Pierce City Farmers Market","311332","29109","Lawrence",FALSE
"1732","39029","Ohio","Columbiana",c(1268969.29569346, 2074909.18463793),10.0811777429584,"Salem farm market","314157","39029","Columbiana",FALSE
"1733","39025","Ohio","Clermont",c(1013316.98802328, 1843467.89603909),13.0371120247613,"Mt. Washington Farmers' Market","312284","39061","Hamilton",FALSE
"1734","17103","Illinois","Lee",c(552700.329049891, 2102001.98782068),9.82162852051813,"Pfeiffer Farms Fresh Market, Inc.","309926","17103","Lee",FALSE
"1735","53023","Washington","Garfield",c(-1646299.04586524, 2792103.09665955),3.50505028590718,"Pomeroy Farmers Market","313410","53023","Garfield",FALSE
"1736","21073","Kentucky","Franklin",c(962148.967439083, 1745998.80643943),2.61887808263337,"Franklin County Farmers Market","300793","21073","Franklin",FALSE
"1737","21045","Kentucky","Casey",c(969685.220999433, 1643414.10905759),21.785383359134,"A Kentucky Farmers' Market","310406","21207","Russell",TRUE
"1738","29077","Missouri","Greene",c(233494.577753143, 1582937.0669241),3.4476118904166,"C-Street Market","311283","29077","Greene",FALSE
"1739","29003","Missouri","Andrew",c(101395.010989923, 1885765.76243756),18.8897970620428,"Downtown Farmers' Market","311285","29021","Buchanan",FALSE
"1740","39107","Ohio","Mercer",c(952699.315249509, 2004522.10056075),19.5961345878046,"Arts Place Farmers' Market","310013","18075","Jay",FALSE
"1741","39171","Ohio","Williams",c(942451.80157099, 2118366.24637024),21.6689223488854,"Steuben County Farmers' Market","310126","18151","Steuben",TRUE
"1742","39085","Ohio","Lake",c(1214842.99380815, 2171482.3917582),1.66417196067448,"Outdoor Y Farmers' Market","312302","39085","Lake",FALSE
"1743","54053","West Virginia","Mason",c(1198410.56428636, 1837346.52196002),6.91263310916675,"Mason County Farmers' Market","313668","54053","Mason",FALSE
"1744","17051","Illinois","Fayette",c(598004.548925651, 1796873.961569),4.70227689891541,"Vandalia, Illinois Farmers' Market","309983","17051","Fayette",FALSE
"1745","17105","Illinois","Livingston",c(621343.562024914, 2011180.40236759),3.82145130039856,"Pontiac Farmers' Market","301503","17105","Livingston",FALSE
"1746","21227","Kentucky","Warren",c(842889.359003257, 1592536.28980723),0.915736408971169,"SKY Farmers' Market","310504","21227","Warren",FALSE
"1747","21215","Kentucky","Spencer",c(925923.965753542, 1718517.29236094),0.924856077315017,"Taylorsville Farmers Market Inc.","301231","21215","Spencer",FALSE
"1748","21043","Kentucky","Carter",c(1118124.53788605, 1774792.8999012),7.21622238769186,"Carter County Farmers Market - Olive Hill","301232","21043","Carter",FALSE
"1749","21001","Kentucky","Adair",c(941698.069335059, 1615588.62014138),0.93887878302607,"Adair County Farmers Market","310407","21001","Adair",FALSE
"1750","29187","Missouri","St. Francois",c(481786.257125593, 1655560.66461719),2.99802250422363,"Paul's Farm Fresh Produce Market","311331","29187","St. Francois",FALSE
"1751","29061","Missouri","Daviess",c(170554.547568211, 1884379.87550581),21.2650967720596,"Bethany Farmers' Market","311263","29081","Harrison",TRUE
"1752","29175","Missouri","Randolph",c(298673.719061509, 1829734.7684813),3.53099163464262,"Moberly Farmer's Market","311321","29175","Randolph",FALSE
"1753","29137","Missouri","Monroe",c(340704.940643369, 1837607.97686114),23.7098539386673,"Moberly Farmer's Market","311321","29175","Randolph",TRUE
"1754","39051","Ohio","Fulton",c(979506.171197388, 2127613.54691316),19.7437611445722,"McLaughlin's Greenhouse & Market","312276","39173","Wood",FALSE
